x-axis,2,3,4
second,Volt,Volt,Volt
+16.20000E-06,,,
+16.25000E-06,+22.71513795E-03,+1.52130306867E+00,+3.27237004984E+00
+16.30000E-06,+25.19629370E-03,+1.52130306867E+00,+3.28681728587E+00
+16.35000E-06,+26.84830373E-03,+1.52130306867E+00,+3.29655346667E+00
+16.40000E-06,+23.98398216E-03,+1.52130306867E+00,+3.29011502452E+00
+16.45000E-06,+24.86966054E-03,+1.52130306867E+00,+3.29749567771E+00
+16.50000E-06,+23.33699724E-03,+1.52130306867E+00,+3.29639643149E+00
+16.55000E-06,+23.73272588E-03,+1.52130306867E+00,+3.28775949691E+00
+16.60000E-06,+23.45948467E-03,+1.52130306867E+00,+3.27786628094E+00
+16.65000E-06,+25.39415802E-03,+1.52130306867E+00,+3.29011502452E+00
+16.70000E-06,+25.73963540E-03,+1.52130306867E+00,+3.28854467278E+00
+16.75000E-06,+24.48021331E-03,+1.52130306867E+00,+3.29843788876E+00
+16.80000E-06,+25.37531380E-03,+1.52130306867E+00,+3.28854467278E+00
+16.85000E-06,+23.18938417E-03,+1.52130306867E+00,+3.29262758731E+00
+16.90000E-06,+23.68247462E-03,+1.52130306867E+00,+3.29780974806E+00
+16.95000E-06,+23.47204749E-03,+1.52130306867E+00,+3.28022180855E+00
+17.00000E-06,+25.32820325E-03,+1.52130306867E+00,+3.28980095418E+00
+17.05000E-06,+24.78172084E-03,+1.52130306867E+00,+3.29042909487E+00
+17.10000E-06,+25.41614294E-03,+1.52130306867E+00,+3.29749567771E+00
+17.15000E-06,+25.91237409E-03,+1.52130306867E+00,+3.29749567771E+00
+17.20000E-06,+21.92368067E-03,+1.52130306867E+00,+3.29749567771E+00
+17.25000E-06,+24.16614296E-03,+1.52130306867E+00,+3.27079969810E+00
+17.30000E-06,+24.40483642E-03,+1.52130306867E+00,+3.28006477337E+00
+17.35000E-06,+24.70320325E-03,+1.52130306867E+00,+3.29215648179E+00
+17.40000E-06,+24.01538919E-03,+1.52130306867E+00,+3.29231351696E+00
+17.45000E-06,+25.03297712E-03,+1.52130306867E+00,+3.29749567771E+00
+17.50000E-06,+26.32694695E-03,+1.52130306867E+00,+3.29247055214E+00
+17.55000E-06,+22.29428368E-03,+1.52130306867E+00,+3.28917281348E+00
+17.60000E-06,+24.31375602E-03,+1.52130306867E+00,+3.28948688383E+00
+17.65000E-06,+24.59327863E-03,+1.52130306867E+00,+3.29388386870E+00
+17.70000E-06,+24.41739924E-03,+1.52130306867E+00,+3.28367658238E+00
+17.75000E-06,+23.26476106E-03,+1.52130306867E+00,+3.29341276318E+00
+17.80000E-06,+25.68310274E-03,+1.52130306867E+00,+3.29702457219E+00
+17.85000E-06,+25.84956002E-03,+1.52130306867E+00,+3.28493286377E+00
+17.90000E-06,+23.77669573E-03,+1.52130306867E+00,+3.29105723557E+00
+17.95000E-06,+24.69692185E-03,+1.52130306867E+00,+3.28650321552E+00
+18.00000E-06,+23.36840427E-03,+1.52130306867E+00,+3.28540396930E+00
+18.05000E-06,+24.27920828E-03,+1.52130306867E+00,+3.29686753701E+00
+18.10000E-06,+24.18498718E-03,+1.52130306867E+00,+3.29749567771E+00
+18.15000E-06,+25.59516304E-03,+1.52130306867E+00,+3.27802331611E+00
+18.20000E-06,+24.90106757E-03,+1.52130306867E+00,+3.29749567771E+00
+18.25000E-06,+24.57757511E-03,+1.52130306867E+00,+3.29545422045E+00
+18.30000E-06,+24.85709772E-03,+1.52130306867E+00,+3.28995798935E+00
+18.35000E-06,+22.69629373E-03,+1.52130306867E+00,+3.28666025069E+00
+18.40000E-06,+24.47393190E-03,+1.52130306867E+00,+3.29655346667E+00
+18.45000E-06,+24.82254999E-03,+1.52130306867E+00,+3.28697432104E+00
+18.50000E-06,+25.35332887E-03,+1.52130306867E+00,+3.29341276318E+00
+18.55000E-06,+24.92305250E-03,+1.52130306867E+00,+3.29749567771E+00
+18.60000E-06,+25.51664546E-03,+1.52130306867E+00,+3.29372683353E+00
+18.65000E-06,+25.49151983E-03,+1.52130306867E+00,+3.29749567771E+00
+18.70000E-06,+21.57820329E-03,+1.52130306867E+00,+3.29749567771E+00
+18.75000E-06,+24.32631883E-03,+1.52130306867E+00,+3.29498311492E+00
+18.80000E-06,+24.85395702E-03,+1.52130306867E+00,+3.29121427074E+00
+18.85000E-06,+24.80684647E-03,+1.52130306867E+00,+3.29576829079E+00
+18.90000E-06,+24.21011281E-03,+1.52130306867E+00,+3.27990773820E+00
+18.95000E-06,+26.40546454E-03,+1.52130306867E+00,+3.30063638119E+00
+19.00000E-06,+25.10835400E-03,+1.52130306867E+00,+3.28634618034E+00
+19.05000E-06,+21.24214801E-03,+1.52130306867E+00,+3.28273437134E+00
+19.10000E-06,+24.41425853E-03,+1.52130306867E+00,+3.28964391900E+00
+19.15000E-06,+24.62782637E-03,+1.52130306867E+00,+3.28807356726E+00
+19.20000E-06,+24.32945954E-03,+1.52130306867E+00,+3.29309869283E+00
+19.25000E-06,+24.02167060E-03,+1.52130306867E+00,+3.29749567771E+00
+19.30000E-06,+27.34139418E-03,+1.52130306867E+00,+3.27456854228E+00
+19.35000E-06,+24.70948466E-03,+1.52130306867E+00,+3.29749567771E+00
+19.40000E-06,+20.86212289E-03,+1.52130306867E+00,+3.29686753701E+00
+19.45000E-06,+24.75345451E-03,+1.52130306867E+00,+3.29356979836E+00
+19.50000E-06,+24.50533893E-03,+1.52130306867E+00,+3.27629592919E+00
+19.55000E-06,+23.69503743E-03,+1.52130306867E+00,+3.29294165766E+00
+19.60000E-06,+23.98398216E-03,+1.52130306867E+00,+3.27519668297E+00
+19.65000E-06,+28.47204743E-03,+1.52130306867E+00,+3.29294165766E+00
+19.70000E-06,+24.08134396E-03,+1.52130306867E+00,+3.29262758731E+00
+19.75000E-06,+22.10584147E-03,+1.52130306867E+00,+3.28932984865E+00
+19.80000E-06,+24.75345451E-03,+1.52130306867E+00,+3.29576829079E+00
+19.85000E-06,+24.80370576E-03,+1.52130306867E+00,+3.28885874313E+00
+19.90000E-06,+25.10835400E-03,+1.52130306867E+00,+3.29749567771E+00
+19.95000E-06,+24.34830376E-03,+1.52130306867E+00,+3.29498311492E+00
+20.00000E-06,+25.06438415E-03,+1.52130306867E+00,+3.29733864254E+00
+20.05000E-06,+23.56312789E-03,+1.52130306867E+00,+3.29121427074E+00
+20.10000E-06,+22.93184649E-03,+1.52130306867E+00,+3.28069291407E+00
+20.15000E-06,+24.47079120E-03,+1.52130306867E+00,+3.29090020039E+00
+20.20000E-06,+24.17870577E-03,+1.52130306867E+00,+3.28901577830E+00
+20.25000E-06,+25.47267561E-03,+1.52130306867E+00,+3.29498311492E+00
+20.30000E-06,+25.14918315E-03,+1.52130306867E+00,+3.29262758731E+00
+20.35000E-06,+24.80684647E-03,+1.52130306867E+00,+3.29341276318E+00
+20.40000E-06,+23.64478618E-03,+1.52130306867E+00,+3.29561125562E+00
+20.45000E-06,+25.45069068E-03,+1.52130306867E+00,+3.29168537627E+00
+20.50000E-06,+24.18498718E-03,+1.52130306867E+00,+3.28838763761E+00
+20.55000E-06,+22.54553996E-03,+1.52130306867E+00,+3.28791653208E+00
+20.60000E-06,+26.02229872E-03,+1.52130306867E+00,+3.29011502452E+00
+20.65000E-06,+25.24968566E-03,+1.52130306867E+00,+3.29671050184E+00
+20.70000E-06,+24.49905753E-03,+1.52130306867E+00,+3.29498311492E+00
+20.75000E-06,+23.82694698E-03,+1.52130306867E+00,+3.28775949691E+00
+20.80000E-06,+26.16991178E-03,+1.52130306867E+00,+3.29749567771E+00
+20.85000E-06,+23.74842939E-03,+1.52130306867E+00,+3.27237004984E+00
+20.90000E-06,+22.31312790E-03,+1.52130306867E+00,+3.28430472308E+00
+20.95000E-06,+26.10395701E-03,+1.52130306867E+00,+3.28932984865E+00
+21.00000E-06,+24.59327863E-03,+1.52130306867E+00,+3.27221301466E+00
+21.05000E-06,+24.06878115E-03,+1.52130306867E+00,+3.27566778850E+00
+21.10000E-06,+24.03423341E-03,+1.52130306867E+00,+3.28618914517E+00
+21.15000E-06,+26.71639419E-03,+1.52130306867E+00,+3.29498311492E+00
+21.20000E-06,+23.43121834E-03,+1.52130306867E+00,+3.28273437134E+00
+21.25000E-06,+22.42619323E-03,+1.52130306867E+00,+3.28242030099E+00
+21.30000E-06,+25.94064043E-03,+1.52130306867E+00,+3.29309869283E+00
+21.35000E-06,+24.32945954E-03,+1.52130306867E+00,+3.29105723557E+00
+21.40000E-06,+23.77669573E-03,+1.52130306867E+00,+3.29262758731E+00
+21.45000E-06,+24.59641933E-03,+1.52130306867E+00,+3.28713135621E+00
+21.50000E-06,+26.86086655E-03,+1.52130306867E+00,+3.28336251203E+00
